pl_name,pl_bmasse,pl_rade,pl_eqt,st_teff,sy_dist
Kepler-320 c,2.45,1.37,1002.0,6435.0,826.613
TOI-771 b,2.47,1.36,543.0,3370.0,25.2788
Kepler-926 b,5.95,2.31,524.0,5806.0,921.361
Kepler-106 e,11.17,2.56,531.0,5858.0,444.322
Kepler-402 b,1.98,1.22,1311.0,6090.0,625.339
TOI-1266 c,3.17,1.98,346.0,3563.0,36.0118
Barnard b,0.299,0.72,438.0,3195.0,1.82655
Barnard c,0.335,0.743,400.0,3195.0,1.82655
Kepler-1202 b,8.96,2.94,547.0,5834.0,1175.38
TOI-942 c,37.0,4.67,,4969.0,152.601
TOI-1266 d,3.68,1.74,288.0,3563.0,36.0118
TOI-2015 b,9.2,3.309,530.9,3297.0,47.3444
TOI-2015 c,8.91,2.93,448.0,3297.0,47.3444
Kepler-1474 b,5.31,2.16,561.0,5870.0,1180.9
Kepler-128 c,3.38,1.521,843.0,6072.0,396.379
Kepler-1734 b,9.74,3.08851092,985.0,6061.0,1482.83
Kepler-671 b,7.7,2.69,1012.0,5624.0,1168.26
Kepler-186 c,2.1,1.25,464.0,3788.0,177.594
Kepler-339 b,2.6,1.42,1023.0,5631.0,616.637
G 268-110 b,1.52,1.13,534.0,,
G 192-15 b,1.03,1.02,453.6,2999.0,9.53114
TOI-942 b,16.0,3.89,1120.0,4969.0,152.601
HD 80883 b,1748.0562385,12.8,,5177.91,34.6011
Kepler-777 b,2.76,1.47,569.0,4043.0,443.106
Kepler-83 c,2.03,2.36,362.0,4082.0,400.409
CoRoT-27 b,3302.11,11.287,1500.0,5900.0,1010.28
Barnard e,0.193,0.637,340.0,3195.0,1.82655
TOI-1117 c,8.78,2.91,1210.0,5635.0,167.598
TOI-1117 d,10.71,3.27,978.0,5635.0,167.598
TOI-2992 b,1058.36859531,13.75341932,1726.0,6000.0,542.026
Kepler-1206 b,3.33,1.64,1314.0,4877.0,762.019
HD 125595 b,3531.07360177,,,4691.0,28.1989
HD 179079 b,4195.3349724,,,5646.0,69.7116
TOI-3160 A b,378.21580433,13.7646283,1539.0,6190.0,567.678
HIP 67851 c,2204.77565936,12.7,,4840.0,64.1181
HD 87816 b,2142.16346318,12.7,,4989.0,133.233
TOI-6894 b,53.39517238,9.5836785,417.9,3007.0,73.8131
TIC 88785435 b,22.3,5.03,635.0,3998.0,122.386
KOI-134 c,69.92224954,9.86,,6160.0,1159.21
TOI-3474 b,193.87532827,14.67255574,1451.0,6020.0,420.123
Kepler-1602 b,2.36,1.34,1159.0,6296.0,629.804
OGLE-TR-56 b,441.77,15.278,2212.0,6050.0,282.83913869
KOI-134 b,346.43296363,12.03844527,659.0,6160.0,1159.21
K2-169 b,2.16,1.27328671,,5548.0,235.867
Kepler-370 b,3.15,1.59,1040.0,5852.0,1167.94
Kepler-1762 b,8.05,2.76022913,714.0,6572.0,1663.74
Kepler-511 c,16.5,4.20964327,742.0,5866.0,651.999
KOI-1843.03,8.0,0.61,1654.0,3584.0,134.311
K2-416 b,1652.7077164,2.66,447.0,3746.0,120.311
TOI-4791 b,734.18362017,12.44196858,1472.0,6058.0,328.802
Kepler-369 b,1.51,1.13,687.0,3591.0,214.0
Kepler-778 b,3.46,1.68,977.0,5102.0,938.168
HD 87816 c,3877.5065654,12.4,,4989.0,133.233
HD 102888 b,1808.44363583,12.8,,4990.0,126.484
tau Cet g,1.75,1.18,,5310.0,3.60304
tau Cet h,1.83,1.19,,5310.0,3.60304
tau Cet f,3.93,1.81,,5310.0,3.60304
WASP-80 b,170.99254,11.197791,825.0,4143.0,49.7876
TOI-5300 b,190.6970442,9.86390302,1043.0,4610.0,162.51
TOI-2031 A b,254.2627256,14.20177855,1358.0,6490.0,276.105
TOI-5882 b,6995.40323807,11.46678726,1515.0,5920.0,416.104
TOI-2169 A b,329.58805806,12.50922246,1364.0,6270.0,351.487
Kepler-878 b,4.38,1.93,501.0,5044.0,791.625
K2-72 e,2.21,1.29,,3360.47,66.4321
HD 25171 b,290.81445,13.9,,6125.0,55.6146
TOI-6707 b,27.8,5.72673066,1509.43,6289.49,641.467
TOI-3682 b,69.28659273,12.80065596,1657.0,5703.0,404.211
HD 155918 c,1878.04805696,12.8,,5771.84,27.561
Kepler-1508 b,2.33,1.33,967.0,6158.0,1260.28
Kepler-156 b,5.9,2.3,867.0,5094.0,443.483
HD 15906 b,5.65,2.24,668.0,4757.0,45.5621
Kepler-1356 b,2.96,1.53,1714.0,5106.0,845.228
Kepler-1012 b,2.21,1.29,934.0,5556.0,411.077
TOI-2346 b,394.10722468,16.11851425,1689.0,6480.0,437.484
Kepler-154 f,2.86,1.5,838.0,5769.0,915.212
Kepler-1234 b,8.3,2.81,625.0,4967.0,916.749
Kepler-10 b,3.24,1.47,2188.0,5708.0,185.506
TOI-2886 b,444.9597698,18.6405349,1978.0,6240.0,413.673
K2-157 c,30.8,6.08,587.0,5334.0,298.373
HD 34445 e,16.8,4.26,,5836.0,46.0907
Kepler-384 c,1.51,1.13,531.0,5577.0,895.678
Kepler-1153 b,3.64,1.73,1343.0,5470.0,1119.49
HD 35843 c,11.32,2.54,479.0,5666.0,69.6026
TIC 434398831 c,27.0,5.63,1050.0,5638.0,217.011
TOI-2407 b,16.8,4.26,705.0,3530.0,92.4366
TOI-778 b,878.0,15.4,1561.0,6643.0,161.743
TOI-5573 b,112.0,9.75,528.0,3790.0,186.562
Kepler-1271 b,2.79,1.48,1484.0,6143.0,831.991
Kepler-182 c,11.6,3.43,729.0,6250.0,1549.09
HIP 48714 b,22.9,5.11,,4015.5,10.5298
HATS-23 b,467.2101,20.84874,1654.0,5780.0,639.004
TOI-1468 b,3.04,1.401,683.5,3376.0,24.7399
TOI-1468 c,4.1,2.126,338.1,3376.0,24.7399
K2-152 b,5.86,2.29,337.0,4044.0,108.449
Kepler-1626 b,4.74,2.02,1352.0,6826.0,1368.83
HD 97048 b,794.575,13.3,,10000.0,183.857
HD 4308 b,15.8915,4.12,,5686.0,22.0158
TOI-5800 b,9.5,2.46,1108.0,4850.0,42.9052
HD 224018 b,4.1,0.91,968.0,5784.0,105.48
TOI-4214 b,165.27077164,10.68215861,1642.0,6370.0,346.881
Kepler-580 b,7.13,2.57,558.0,4298.0,323.899
HD 217786 c,7.31005336,2.61,,5966.0,55.4847
Kepler-219 b,9.01,2.95,1307.0,5786.0,787.07
Kepler-1941 b,7.51,2.64976949,666.0,6404.0,1494.39
K2-254 b,3.29,1.63,791.0,4629.0,227.775
TOI-5817 b,10.3,3.08,950.0,5770.0,80.7542
Kepler-294 b,3.78,1.77,1087.0,5913.0,1357.01
TOI-4734 b,61.65871096,10.9175472,1468.0,6070.0,563.068
Kepler-296 b,3.22,1.61,495.0,3740.0,167.0
HD 64114 b,17.8,4.41,,5676.0,31.5262
Kepler-1947 b,1.01,1.0101666,1298.0,6040.0,468.771
TOI-5181 A b,330.54154328,13.34989601,1585.0,6060.0,480.155
HD 97658 b,8.3,2.12,751.0,5212.0,21.5618
GJ 338 B b,10.6,3.25,391.0,4014.0,6.33256
WD 1856+534 b,4386.054,10.4,163.0,4710.0,24.7359
TOI-519 b,147.15455244,11.54525012,687.0,3322.0,115.557
nu Oct A b,696.04421133,13.3,,4910.0,21.1999
TOI-1346 b,6.3,2.39,1324.0,5099.0,115.45
TOI-4155 b,10.4,3.21,1255.0,5724.0,240.737
HD 108236 c,4.94,2.071,932.0,5660.0,64.5978
HD 151450 b,38.45723725,6.94,,6091.98,43.6002
Kepler-546 b,39.1,7.0,1258.0,5967.0,1019.65
K2-6 b,6.8,2.5,615.0,5850.0,316.819
Kepler-497 b,30.4,6.04,1210.0,5834.0,1291.98
Kepler-971 b,5.18,2.13,1087.0,5431.0,338.522
Kepler-452 b,3.29,1.63,265.0,5757.0,551.727
Kepler-553 b,116.00736855,4.74139884,1089.0,5191.0,728.525
Kepler-1791 b,9.91,3.12103321,1021.0,5887.0,602.218
Kepler-399 d,4.23,1.89,486.0,5502.0,740.537
Kepler-1355 b,2.73,1.46,1448.0,5352.0,911.269
Kepler-83 b,2.94,2.83,460.0,4082.0,400.409
Kepler-1827 b,4.1,1.85644292,1329.0,5423.0,686.461
Kepler-1886 b,7.18,2.58158428,580.0,5745.0,1059.51
Kepler-1467 b,10.9,3.3,411.0,5332.0,852.888
Kepler-204 b,6.94,2.53,828.0,5812.0,686.723
HIP 5158 b,451.0,13.6,,4962.0,51.6026
Kepler-1311 c,1.98,1.22,1671.0,5748.0,866.331
TOI-654.01,8.71,2.378,794.0,3521.0,57.7553
HD 235088 b,4.15,1.982,805.0,5075.0,41.1706
TOI-5795 b,23.66,5.62,1136.78,5715.0,156.53
Kepler-366 c,3.86,1.79,848.0,6209.0,1856.28
HD 136118 b,4164.18778851,12.3,,6097.0,51.4359
Kepler-283 b,5.18,2.13,488.0,4351.0,468.094
GJ 463 b,1080.6165838,13.1,,3563.0,18.3554
WASP-4 b,381.3940884,15.12091496,1653.0,5436.0,267.206
Kepler-185 c,4.74,2.02,530.0,5208.0,466.735
TOI-5386 A b,155.10026262,14.70618268,1488.0,6094.0,394.486
Kepler-1285 b,0.871,0.97,874.0,6170.0,422.269
TOI-470 b,17.4,4.34,660.0,5190.0,130.46
Kepler-1003 b,3.82,1.78,1157.0,6109.0,941.902
Kepler-213 b,3.26,1.62,1326.0,5696.0,634.939
Kepler-112 b,6.17,2.36,809.0,5544.0,513.206
TOI-1438 b,9.4,3.04,971.0,5230.0,110.513
TOI-7333 b,5.04,2.09469416,755.0,4586.87,157.217
Kepler-1038 c,2.59,1.4162338,784.0,5159.0,584.136
HD 109271 c,24.154,5.27,,5783.0,55.8716
TOI-3856 b,171.62733978,13.59649359,1544.0,5622.0,314.443
TOI-3877 b,99.7981198,11.67975789,1445.0,5731.0,493.77
TOI-3980 b,187.51876013,14.4595851,1621.0,5840.0,486.721
Kepler-26 e,6.39,2.41,276.0,4486.0,335.307
Kepler-1731 b,8.92,2.93295657,486.0,4859.0,169.948
TOI-622 b,96.30200732,9.2362001,1388.0,6400.0,123.297
Kepler-169 b,1.51,1.13,962.0,4997.0,406.529
Kepler-239 b,6.04,2.33,616.0,4914.0,648.109
Kepler-1812 b,6.01,2.3249424,1034.0,6174.0,1409.19
Kepler-738 b,6.8,2.5,530.0,5327.0,1113.65
Kepler-1778 b,9.36,3.01665969,942.0,6310.0,1276.29
Kepler-1005 b,2.86,1.5,1026.0,5782.0,567.806
Kepler-617 b,2.3,1.32,750.0,3712.0,173.354
Kepler-371 c,3.82,1.78,443.0,5666.0,813.192
Kepler-211 b,2.13,1.26,954.0,5123.0,309.353
HD 25912 b,38.13940884,6.9,,5920.58,49.1661
TOI-4010 b,11.0,3.02,1441.0,4960.0,177.504
HD 196067 b,3623.2438398,12.4,,6072.0,39.9346
TOI-283 b,6.54,2.34,661.0,5213.0,82.7013
TOI-2641 b,122.6817651,18.10250383,1387.0,6100.0,344.045
TOI-2322 b,2.31,0.994,603.1,4664.0,59.861
HD 284149 AB b,8352.53053596,12.0,2395.0,6035.0,117.807
Kepler-925 b,6.08,2.34,394.0,4673.0,611.115
Kepler-54 c,0.7,1.23,395.0,3705.0,271.701
HD 210193 b,153.1,14.3,,5790.0,42.2029
TOI-5261 b,3651.84839643,11.60129502,1244.0,5790.0,377.054
TOI-5350 b,2094.48920213,12.41955062,1195.0,6220.0,277.419
TOI-1235 b,6.69,1.69,775.0,3997.0,39.6345
TOI-4010 e,692.0,13.3,174.0,4960.0,177.504
HD 28471 c,5.72,2.26,1066.0,5766.0,43.6455
TOI-6420 b,2606.1929374,11.93756445,1213.0,6020.0,634.712
TOI-5799 b,3.65,1.733,505.0,3452.0,27.8123
Kepler-801 b,4.66,2.0,419.0,4435.0,440.426
Kepler-750 c,3.26,1.62,1537.0,6160.0,1296.02
WISPIT 1 c,1684.4905571,12.8,,4670.0,230.007
WISPIT 2 b,1541.46777395,17.93436912,,4400.0,134.907
HR 8799 b,2000.0,13.0,1200.0,7204.58,41.2441
LHS 3844 b,2.37,1.286,816.0,3080.0,14.8846
TOI-2093 b,10.6,3.25,535.0,4426.0,82.7982
HD 196067 c,10.4,3.21,,6072.0,39.9346
TOI-6054.02,9.3,2.82,1143.0,6047.0,79.407
TOI-6054.01,12.5,2.64,1360.0,6047.0,79.407
Kepler-117 b,29.875,8.059,984.0,6150.0,1455.57
Kepler-1724 b,8.43,2.83677238,999.0,6092.0,1060.77
GJ 180 d,7.56,2.66,,3371.0,11.9407
Kepler-103 b,11.67,3.4857,973.0,6047.0,494.832
Kepler-103 c,58.47,5.4539,434.0,6047.0,494.832
Kepler-34 b,69.92,8.564,,5913.0,1800.82
MOA-2011-BLG-291L b,18.0,4.43,,,4400.0
OGLE-2019-BLG-0468L b,1090.15143601,13.1,,,4400.0
OGLE-2019-BLG-0960L b,2.5,1.39,,,980.0
KMT-2024-BLG-0404L c,17.3,4.33,,,7210.0
OGLE-2017-BLG-1375L b,3585.0,12.4,,,3930.0
Kepler-126 c,1.27942148,1.58,790.0,6239.0,237.401
Kepler-1455 b,5.31,2.16,298.0,4075.0,357.621
Kepler-998 b,5.99,2.32,1020.0,6058.0,986.364
TOI-6109 c,20.8,4.8326,786.0,5660.0,151.738
eps CrB b,2129.461,12.7,,4406.0,69.8683
GJ 685 b,9.0,2.95,,3816.0,14.3155
TOI-4010 c,20.31,5.93,907.0,4960.0,177.504
TOI-2449 b,222.0,11.24,400.0,6021.0,156.786
HIP 18606 b,244.72787339,14.0,,4860.0,47.0288
TOI-2345 c,7.27,2.451,544.0,4687.0,81.6541
55 Cnc b,263.9785,13.9,700.0,5198.0,12.5855
Kepler-733 b,8.35,2.82,595.0,5418.0,916.706
KMT-2017-BLG-1057L b,23.5,5.19,,,6500.0
TOI-2141 b,20.1,3.147,728.0,5635.0,77.682
Kepler-1451 b,11.2,3.35,523.0,5782.0,1058.72
Kepler-108 c,50.9,8.18,426.0,5854.0,338.732
KMT-2019-BLG-1339L b,397.0,13.7,,,6120.0
Kepler-397 b,6.62,2.46,539.0,5307.0,969.0
OGLE-2003-BLG-235L b,830.0,13.2,,,5800.0
OGLE-2012-BLG-0358L b,588.0,13.4,,,1760.0
OGLE-2015-BLG-1609L b,76.27881768,10.4,,,3300.0
KMT-2021-BLG-1077L c,79.45710175,10.6,,,8240.0
iot Dra b,3756.73177074,12.4,,4504.0,31.32832
WASP-96 b,152.55,13.45,1285.0,5540.0,352.464
LHS 1140 b,5.6,1.73,226.0,3096.0,14.9861
LHS 1140 c,1.91,1.272,422.0,3096.0,14.9861
DE CVn b,3823.27330161,12.4,,3579.0,30.5225
TOI-270 b,1.48,1.28,600.0,3506.0,22.4793
TOI-270 c,6.2,2.33,489.0,3506.0,22.4793
TOI-270 d,4.2,2.0,383.0,3506.0,22.4793
GJ 357 b,1.83,1.2,518.0,3505.0,9.44181
GJ 357 c,3.4,1.66,401.2,3505.0,9.44181
GJ 357 d,6.1,2.34,219.6,3505.0,9.44181
GJ 1252 b,1.32,1.193,1090.0,3458.0,20.373
CFHTWIR-Oph 98 b,2479.0615746,20.8487041,1800.0,2320.0,
iot Dra c,4958.1231492,12.2,,4504.0,31.32832
HD 260655 b,2.14,1.24,709.0,3803.0,10.0055
HD 260655 c,3.09,1.533,557.0,3803.0,10.0055
TOI-406.01,6.57,2.08,368.0,3392.0,31.0597
TOI-406 c,2.08,1.32,584.0,3392.0,31.0597
Kepler-62 e,36.0,1.61,270.0,4925.0,300.874
HD 206893 b,6197.6539365,14.01122587,1429.2,6500.0,40.7583
HD 206893 c,3527.8953177,16.36511182,1181.9,6500.0,40.7583
Kepler-51 e,5.4,2.18,,5674.0,783.831
KMT-2024-BLG-1281L b,19.06970442,4.59,,,7180.0
TIC 183374187 b,177.98390792,14.03364384,1379.0,5768.0,1208.75
Kepler-51 d,7.6,9.7,381.0,6018.0,783.831
Kepler-51 c,4.0,9.0,439.0,6018.0,783.831
Kepler-51 b,2.1,7.1,543.0,6018.0,783.831
Kepler-62 c,4.0,0.54,578.0,4925.0,300.874
Kepler-62 f,35.0,1.41,208.0,4925.0,300.874
Kepler-62 d,14.0,1.95,510.0,4925.0,300.874
Kepler-62 b,9.0,1.31,750.0,4925.0,300.874
HD 11964 b,198.0,14.1,,5303.0,33.5369
HD 132406 b,1887.90073758,12.8,,5766.0,70.7832
DMPP-3 A b,2.67,1.44,854.0,5138.0,46.8917
DMPP-2 b,171.48,14.2,1000.0,6500.0,137.94
TIC 257060897 b,201.50321004,17.26183028,1775.0,5993.0,505.703
Kepler-52 d,88.8775,1.95,332.0,4263.0,321.542
Kepler-756 b,1.46,1.12,1741.0,5282.0,852.0
Kepler-1286 b,5.27,2.15,888.0,5753.0,1354.46
OGLE-2019-BLG-1492L b,37.1,6.79,,,5600.0
Kepler-132 c,2.18,1.28,1069.0,6003.0,349.549
OGLE-2016-BLG-0263L b,1300.0,13.0,,,6500.0
OGLE-2017-BLG-0364L b,75.8,10.3,,,7860.0
UKIRT-2017-BLG-001L b,407.0,13.7,,,6300.0
OGLE-2018-BLG-1126L b,17.79839079,4.41,,,5700.0
KMT-2019-BLG-0298L b,575.26941667,13.4,,,6710.0
Kepler-1430 b,1.76,1.18,969.0,4796.0,875.523
Kepler-924 b,9.64,3.07,610.0,6167.0,1053.04
K2-73 b,9.2,2.58,968.0,5867.0,269.183
pi Men c,3.63,2.0189,1169.8,5998.0,18.2702
HIP 38594 b,8.1,2.77,,4086.3,17.7886
Kepler-1903 b,5.85,2.28642395,769.0,6347.0,1775.44
TOI-4940 b,89.0,6.61,643.0,5504.0,345.659
HD 63433 c,15.539,2.692,678.92,5553.0,22.4035
TOI-1685 b,3.07,1.421,1000.0,3470.0,37.6153
Kepler-1453 b,7.61,2.67,503.0,5665.0,1196.04
G 264-012 c,3.75,1.76,387.0,3326.0,16.009
